ID,FILENAME,FOLD,CLASS,LABEL
50,09ddc105_nohash_1.wav,bed/,bed,0
51,0a7c2a8d_nohash_0.wav,bed/,bed,0
52,0b09edd3_nohash_0.wav,bed/,bed,0
53,0b56bcfe_nohash_0.wav,bed/,bed,0
54,0b77ee66_nohash_0.wav,bed/,bed,0
55,0b77ee66_nohash_1.wav,bed/,bed,0
56,0b77ee66_nohash_2.wav,bed/,bed,0
57,0bde966a_nohash_0.wav,bed/,bed,0
58,0bde966a_nohash_1.wav,bed/,bed,0
59,0c2ca723_nohash_0.wav,bed/,bed,0
60,0c2ca723_nohash_1.wav,bed/,bed,0
61,0c2d2ffa_nohash_0.wav,bed/,bed,0
62,0c2d2ffa_nohash_1.wav,bed/,bed,0
63,0c40e715_nohash_0.wav,bed/,bed,0
64,0d2bcf9d_nohash_0.wav,bed/,bed,0
65,0d2bcf9d_nohash_1.wav,bed/,bed,0
66,0d393936_nohash_0.wav,bed/,bed,0
67,0e17f595_nohash_0.wav,bed/,bed,0
68,0e17f595_nohash_1.wav,bed/,bed,0
69,0e5193e6_nohash_0.wav,bed/,bed,0
70,0ea0e2f4_nohash_0.wav,bed/,bed,0
71,0ea0e2f4_nohash_1.wav,bed/,bed,0
72,0f7dc557_nohash_0.wav,bed/,bed,0
73,0ff728b5_nohash_0.wav,bed/,bed,0
74,102192fd_nohash_0.wav,bed/,bed,0
75,10467b06_nohash_0.wav,bed/,bed,0
76,105a0eea_nohash_0.wav,bed/,bed,0
77,105e72bb_nohash_0.wav,bed/,bed,0
78,10627519_nohash_0.wav,bed/,bed,0
79,106a6183_nohash_0.wav,bed/,bed,0
80,10ace7eb_nohash_0.wav,bed/,bed,0
81,10c6d873_nohash_0.wav,bed/,bed,0
82,11321027_nohash_0.wav,bed/,bed,0
83,118261a9_nohash_0.wav,bed/,bed,0
84,118261a9_nohash_1.wav,bed/,bed,0
85,118261a9_nohash_2.wav,bed/,bed,0
86,11860c84_nohash_0.wav,bed/,bed,0
87,11a022ba_nohash_0.wav,bed/,bed,0
88,11b1df78_nohash_0.wav,bed/,bed,0
89,11b1df78_nohash_1.wav,bed/,bed,0
90,122c5aa7_nohash_0.wav,bed/,bed,0
91,12529547_nohash_0.wav,bed/,bed,0
92,126a31d2_nohash_0.wav,bed/,bed,0
93,129c7d8d_nohash_0.wav,bed/,bed,0
94,13199b79_nohash_0.wav,bed/,bed,0
95,1365dd89_nohash_0.wav,bed/,bed,0
96,1365dd89_nohash_1.wav,bed/,bed,0
97,146d97db_nohash_0.wav,bed/,bed,0
98,14872d06_nohash_0.wav,bed/,bed,0
99,14872d06_nohash_1.wav,bed/,bed,0
100,14df1e28_nohash_0.wav,bed/,bed,0
101,1528225c_nohash_0.wav,bed/,bed,0
102,1528225c_nohash_1.wav,bed/,bed,0
103,1528225c_nohash_2.wav,bed/,bed,0
104,1528225c_nohash_3.wav,bed/,bed,0
105,15b0c947_nohash_0.wav,bed/,bed,0
106,15c371c7_nohash_0.wav,bed/,bed,0
107,15c563d7_nohash_0.wav,bed/,bed,0
108,15d83b54_nohash_0.wav,bed/,bed,0
109,15d83b54_nohash_1.wav,bed/,bed,0
110,15f04ff8_nohash_0.wav,bed/,bed,0
111,161fcca8_nohash_0.wav,bed/,bed,0
112,161fcca8_nohash_1.wav,bed/,bed,0
113,1625acd8_nohash_0.wav,bed/,bed,0
114,1625acd8_nohash_1.wav,bed/,bed,0
115,1657c9fa_nohash_0.wav,bed/,bed,0
116,16d41d07_nohash_0.wav,bed/,bed,0
117,16db1582_nohash_0.wav,bed/,bed,0
118,1706c35f_nohash_0.wav,bed/,bed,0
119,1706c35f_nohash_1.wav,bed/,bed,0
120,1706c35f_nohash_2.wav,bed/,bed,0
121,1706c35f_nohash_3.wav,bed/,bed,0
122,171b56dc_nohash_0.wav,bed/,bed,0
123,172dc2b0_nohash_0.wav,bed/,bed,0
124,172dc2b0_nohash_1.wav,bed/,bed,0
125,172dc2b0_nohash_2.wav,bed/,bed,0
126,173ae793_nohash_0.wav,bed/,bed,0
127,173ae793_nohash_1.wav,bed/,bed,0
128,173ce2be_nohash_0.wav,bed/,bed,0
129,173ce2be_nohash_1.wav,bed/,bed,0
130,1746d7b6_nohash_0.wav,bed/,bed,0
131,179a61b7_nohash_0.wav,bed/,bed,0
132,17c94b23_nohash_0.wav,bed/,bed,0
133,17cc40ee_nohash_0.wav,bed/,bed,0
134,17f0e206_nohash_0.wav,bed/,bed,0
135,17f0e206_nohash_1.wav,bed/,bed,0
136,187af8be_nohash_0.wav,bed/,bed,0
137,1887fe04_nohash_0.wav,bed/,bed,0
138,1890e5c3_nohash_0.wav,bed/,bed,0
139,18a1aab9_nohash_0.wav,bed/,bed,0
140,18a8f03f_nohash_0.wav,bed/,bed,0
141,18a8f03f_nohash_1.wav,bed/,bed,0
142,18a8f03f_nohash_2.wav,bed/,bed,0
143,18c54a68_nohash_0.wav,bed/,bed,0
144,18c54a68_nohash_1.wav,bed/,bed,0
145,18c54a68_nohash_2.wav,bed/,bed,0
146,18c54a68_nohash_3.wav,bed/,bed,0
147,18c54a68_nohash_4.wav,bed/,bed,0
148,190821dc_nohash_0.wav,bed/,bed,0
149,1942abd7_nohash_0.wav,bed/,bed,0
150,19785c4e_nohash_0.wav,bed/,bed,0
151,19785c4e_nohash_1.wav,bed/,bed,0
152,19785c4e_nohash_2.wav,bed/,bed,0
153,1993db46_nohash_0.wav,bed/,bed,0
154,1995cf9e_nohash_0.wav,bed/,bed,0
155,19e246ad_nohash_0.wav,bed/,bed,0
156,19f9c115_nohash_0.wav,bed/,bed,0
157,19f9c115_nohash_1.wav,bed/,bed,0
158,19f9c115_nohash_2.wav,bed/,bed,0
159,19f9c115_nohash_3.wav,bed/,bed,0
160,1a073312_nohash_0.wav,bed/,bed,0
161,1a073312_nohash_1.wav,bed/,bed,0
162,1a4259c3_nohash_0.wav,bed/,bed,0
163,1a4259c3_nohash_1.wav,bed/,bed,0
164,1a5b9ca4_nohash_0.wav,bed/,bed,0
165,1a5b9ca4_nohash_1.wav,bed/,bed,0
166,1a673010_nohash_0.wav,bed/,bed,0
167,1a6eca98_nohash_0.wav,bed/,bed,0
168,1a6eca98_nohash_1.wav,bed/,bed,0
169,1a892463_nohash_0.wav,bed/,bed,0
170,1a9afd33_nohash_0.wav,bed/,bed,0
171,1a9afd33_nohash_1.wav,bed/,bed,0
172,1aed7c6d_nohash_0.wav,bed/,bed,0
173,1aed7c6d_nohash_1.wav,bed/,bed,0
174,1afd49bf_nohash_0.wav,bed/,bed,0
175,1afd49bf_nohash_1.wav,bed/,bed,0
176,1b459024_nohash_0.wav,bed/,bed,0
177,1b4c9b89_nohash_0.wav,bed/,bed,0
178,1b63157b_nohash_0.wav,bed/,bed,0
179,1b755c65_nohash_0.wav,bed/,bed,0
180,1b755c65_nohash_1.wav,bed/,bed,0
181,1bb574f9_nohash_0.wav,bed/,bed,0
182,1bb6ed89_nohash_0.wav,bed/,bed,0
183,1bb6ed89_nohash_1.wav,bed/,bed,0
184,1bc45db9_nohash_0.wav,bed/,bed,0
185,1c3f50ad_nohash_0.wav,bed/,bed,0
186,1c45ceb2_nohash_0.wav,bed/,bed,0
187,1c6e5447_nohash_0.wav,bed/,bed,0
188,1cb788bc_nohash_0.wav,bed/,bed,0
189,1cb788bc_nohash_1.wav,bed/,bed,0
190,1cbcc7a7_nohash_0.wav,bed/,bed,0
191,1d1fe0a0_nohash_0.wav,bed/,bed,0
192,1dce06e8_nohash_0.wav,bed/,bed,0
193,1df483c0_nohash_0.wav,bed/,bed,0
194,1df99a8a_nohash_0.wav,bed/,bed,0
195,1df99a8a_nohash_1.wav,bed/,bed,0
196,1e4064b8_nohash_0.wav,bed/,bed,0
197,1e4064b8_nohash_1.wav,bed/,bed,0
198,1e412fac_nohash_0.wav,bed/,bed,0
199,1ecfb537_nohash_0.wav,bed/,bed,0
200,1ed557b9_nohash_0.wav,bed/,bed,0
201,1ffd513b_nohash_0.wav,bed/,bed,0
202,20174140_nohash_0.wav,bed/,bed,0
203,2039b9c1_nohash_0.wav,bed/,bed,0
204,20d3f11f_nohash_0.wav,bed/,bed,0
205,210f3aa9_nohash_0.wav,bed/,bed,0
206,21307344_nohash_0.wav,bed/,bed,0
207,215699ff_nohash_0.wav,bed/,bed,0
208,215699ff_nohash_1.wav,bed/,bed,0
209,21832144_nohash_0.wav,bed/,bed,0
210,21cbe292_nohash_0.wav,bed/,bed,0
211,21e8c417_nohash_0.wav,bed/,bed,0
212,229978fd_nohash_0.wav,bed/,bed,0
213,2313e093_nohash_0.wav,bed/,bed,0
214,234ab0fb_nohash_0.wav,bed/,bed,0
215,238c112c_nohash_0.wav,bed/,bed,0
216,23abe1c9_nohash_0.wav,bed/,bed,0
217,23ad12d8_nohash_0.wav,bed/,bed,0
218,24b82192_nohash_0.wav,bed/,bed,0
219,24befdb3_nohash_0.wav,bed/,bed,0
220,24ed94ab_nohash_0.wav,bed/,bed,0
221,24ed94ab_nohash_1.wav,bed/,bed,0
222,25040e85_nohash_0.wav,bed/,bed,0
223,2510c044_nohash_0.wav,bed/,bed,0
224,25132942_nohash_0.wav,bed/,bed,0
225,257e17e0_nohash_0.wav,bed/,bed,0
226,2589f361_nohash_0.wav,bed/,bed,0
227,25c14394_nohash_0.wav,bed/,bed,0
228,25c14394_nohash_1.wav,bed/,bed,0
229,264f471d_nohash_0.wav,bed/,bed,0
230,26e573a9_nohash_0.wav,bed/,bed,0
231,26e9ae6b_nohash_0.wav,bed/,bed,0
232,26e9ae6b_nohash_1.wav,bed/,bed,0
233,26e9ae6b_nohash_2.wav,bed/,bed,0
234,270bfa52_nohash_0.wav,bed/,bed,0
235,274c008f_nohash_0.wav,bed/,bed,0
236,2796ac50_nohash_0.wav,bed/,bed,0
237,27b03931_nohash_0.wav,bed/,bed,0
238,27b9a84f_nohash_0.wav,bed/,bed,0
239,283d7a53_nohash_0.wav,bed/,bed,0
240,28460a60_nohash_0.wav,bed/,bed,0
241,28497c5b_nohash_0.wav,bed/,bed,0
242,28612180_nohash_0.wav,bed/,bed,0
243,28612180_nohash_1.wav,bed/,bed,0
244,28612180_nohash_2.wav,bed/,bed,0
245,28ce0c58_nohash_0.wav,bed/,bed,0
246,28e47b1a_nohash_0.wav,bed/,bed,0
247,28ed6bc9_nohash_0.wav,bed/,bed,0
248,28ef2a01_nohash_0.wav,bed/,bed,0
249,29fb33da_nohash_0.wav,bed/,bed,0
250,2a0b413e_nohash_0.wav,bed/,bed,0
251,2a89ad5c_nohash_0.wav,bed/,bed,0
252,2aec99ec_nohash_0.wav,bed/,bed,0
253,2aec99ec_nohash_1.wav,bed/,bed,0
254,2b3f509b_nohash_0.wav,bed/,bed,0
255,2bd2cad5_nohash_0.wav,bed/,bed,0
256,2bd2cad5_nohash_1.wav,bed/,bed,0
257,2bdbe5f7_nohash_0.wav,bed/,bed,0
258,2be08ce4_nohash_0.wav,bed/,bed,0
259,2be08ce4_nohash_1.wav,bed/,bed,0
260,2be08ce4_nohash_2.wav,bed/,bed,0
261,2bfe70ef_nohash_0.wav,bed/,bed,0
262,2c6446f7_nohash_0.wav,bed/,bed,0
263,2c6d3924_nohash_0.wav,bed/,bed,0
264,2c7c33e8_nohash_0.wav,bed/,bed,0
265,2ce7534c_nohash_0.wav,bed/,bed,0
266,2ce7534c_nohash_1.wav,bed/,bed,0
267,2cf28b70_nohash_0.wav,bed/,bed,0
268,2d82a556_nohash_0.wav,bed/,bed,0
269,2d82a556_nohash_1.wav,bed/,bed,0
270,2d92f18b_nohash_0.wav,bed/,bed,0
271,2d92f18b_nohash_1.wav,bed/,bed,0
272,2da58b32_nohash_0.wav,bed/,bed,0
273,2dcb6848_nohash_0.wav,bed/,bed,0
274,2dcb6848_nohash_1.wav,bed/,bed,0
275,2f0a410b_nohash_0.wav,bed/,bed,0
276,300384f0_nohash_0.wav,bed/,bed,0
277,300384f0_nohash_1.wav,bed/,bed,0
278,30065f33_nohash_0.wav,bed/,bed,0
279,30065f33_nohash_1.wav,bed/,bed,0
280,30137d34_nohash_0.wav,bed/,bed,0
281,305776dd_nohash_0.wav,bed/,bed,0
282,305776dd_nohash_1.wav,bed/,bed,0
283,305776dd_nohash_2.wav,bed/,bed,0
284,30802c5d_nohash_0.wav,bed/,bed,0
285,30a09789_nohash_0.wav,bed/,bed,0
286,30f31e42_nohash_0.wav,bed/,bed,0
287,311fde72_nohash_0.wav,bed/,bed,0
288,31270cb2_nohash_0.wav,bed/,bed,0
289,31270cb2_nohash_1.wav,bed/,bed,0
290,3143fdff_nohash_0.wav,bed/,bed,0
291,31583d30_nohash_0.wav,bed/,bed,0
292,31583d30_nohash_1.wav,bed/,bed,0
293,31583d30_nohash_2.wav,bed/,bed,0
294,31d31fa0_nohash_0.wav,bed/,bed,0
295,31d68957_nohash_0.wav,bed/,bed,0
296,3209ec42_nohash_0.wav,bed/,bed,0
297,3209ec42_nohash_1.wav,bed/,bed,0
298,324210dd_nohash_0.wav,bed/,bed,0
299,325a0c39_nohash_0.wav,bed/,bed,0
300,32efce64_nohash_0.wav,bed/,bed,0
301,32efce64_nohash_1.wav,bed/,bed,0
302,32efce64_nohash_2.wav,bed/,bed,0
303,333784b7_nohash_0.wav,bed/,bed,0
304,3389305e_nohash_0.wav,bed/,bed,0
305,338dacf5_nohash_0.wav,bed/,bed,0
306,33903159_nohash_0.wav,bed/,bed,0
307,33f60c62_nohash_0.wav,bed/,bed,0
308,3402e488_nohash_0.wav,bed/,bed,0
309,3411cf4b_nohash_0.wav,bed/,bed,0
310,3411cf4b_nohash_1.wav,bed/,bed,0
311,34263ab3_nohash_0.wav,bed/,bed,0
312,34263ab3_nohash_1.wav,bed/,bed,0
313,34263ab3_nohash_2.wav,bed/,bed,0
314,34ba417a_nohash_0.wav,bed/,bed,0
315,34ba417a_nohash_1.wav,bed/,bed,0
316,34ba417a_nohash_2.wav,bed/,bed,0
317,34e8c726_nohash_0.wav,bed/,bed,0
318,34e8c726_nohash_1.wav,bed/,bed,0
319,353b4d33_nohash_0.wav,bed/,bed,0
320,3565ca83_nohash_0.wav,bed/,bed,0
321,35c8fa78_nohash_0.wav,bed/,bed,0
322,35c8fa78_nohash_1.wav,bed/,bed,0
323,35d1b6ee_nohash_0.wav,bed/,bed,0
324,36050ef3_nohash_0.wav,bed/,bed,0
325,364c0853_nohash_0.wav,bed/,bed,0
326,364c0853_nohash_1.wav,bed/,bed,0
327,365531e2_nohash_0.wav,bed/,bed,0
328,36746d7f_nohash_0.wav,bed/,bed,0
329,36746d7f_nohash_1.wav,bed/,bed,0
330,370844f7_nohash_0.wav,bed/,bed,0
331,37b03ab1_nohash_0.wav,bed/,bed,0
332,37b03ab1_nohash_1.wav,bed/,bed,0
333,37dca74f_nohash_0.wav,bed/,bed,0
334,37e8db82_nohash_0.wav,bed/,bed,0
335,38d78313_nohash_0.wav,bed/,bed,0
336,3903b558_nohash_0.wav,bed/,bed,0
337,39a12648_nohash_0.wav,bed/,bed,0
338,39a6b995_nohash_0.wav,bed/,bed,0
339,39c13eed_nohash_0.wav,bed/,bed,0
340,39dce8cc_nohash_0.wav,bed/,bed,0
341,39ec87ac_nohash_0.wav,bed/,bed,0
342,3a182c98_nohash_0.wav,bed/,bed,0
343,3a33d3a4_nohash_0.wav,bed/,bed,0
344,3a789a0d_nohash_0.wav,bed/,bed,0
345,3a7d8872_nohash_0.wav,bed/,bed,0
346,3aa6f4e2_nohash_0.wav,bed/,bed,0
347,3ab9ba07_nohash_0.wav,bed/,bed,0
348,3ac2e76f_nohash_0.wav,bed/,bed,0
349,3b852f6f_nohash_0.wav,bed/,bed,0
350,3b852f6f_nohash_1.wav,bed/,bed,0
351,3b853f44_nohash_0.wav,bed/,bed,0
352,3bc21161_nohash_0.wav,bed/,bed,0
353,3bfd30e6_nohash_0.wav,bed/,bed,0
354,3c257192_nohash_0.wav,bed/,bed,0
355,3c6d55b3_nohash_0.wav,bed/,bed,0
356,3c8dc702_nohash_0.wav,bed/,bed,0
357,3ca784ec_nohash_0.wav,bed/,bed,0
358,3cdecb0b_nohash_0.wav,bed/,bed,0
359,3cdecb0b_nohash_1.wav,bed/,bed,0
360,3cfc6b3a_nohash_0.wav,bed/,bed,0
361,3d53244b_nohash_0.wav,bed/,bed,0
362,3d6bee47_nohash_0.wav,bed/,bed,0
363,3da7f617_nohash_0.wav,bed/,bed,0
364,3df9a3d4_nohash_0.wav,bed/,bed,0
365,3df9a3d4_nohash_1.wav,bed/,bed,0
366,3e31dffe_nohash_0.wav,bed/,bed,0
367,3e3b65eb_nohash_0.wav,bed/,bed,0
368,3e3b65eb_nohash_1.wav,bed/,bed,0
369,3e3fa7fd_nohash_0.wav,bed/,bed,0
370,3eb8764c_nohash_0.wav,bed/,bed,0
371,3eb8764c_nohash_1.wav,bed/,bed,0
372,3ec05c3d_nohash_0.wav,bed/,bed,0
373,3ed3e49a_nohash_0.wav,bed/,bed,0
374,3ed3e49a_nohash_1.wav,bed/,bed,0
375,3ed3e49a_nohash_2.wav,bed/,bed,0
376,3ed3e49a_nohash_3.wav,bed/,bed,0
377,3efa7ec4_nohash_0.wav,bed/,bed,0
378,3efa7ec4_nohash_1.wav,bed/,bed,0
379,3efa7ec4_nohash_2.wav,bed/,bed,0
380,3f170018_nohash_0.wav,bed/,bed,0
381,3f2b358d_nohash_0.wav,bed/,bed,0
382,3f339c33_nohash_0.wav,bed/,bed,0
383,3fb8c268_nohash_0.wav,bed/,bed,0
384,3fdafe25_nohash_0.wav,bed/,bed,0
385,3ff840aa_nohash_0.wav,bed/,bed,0
386,3ff840aa_nohash_1.wav,bed/,bed,0
387,40115b19_nohash_0.wav,bed/,bed,0
388,402e2977_nohash_0.wav,bed/,bed,0
389,402e2977_nohash_1.wav,bed/,bed,0
390,409c962a_nohash_0.wav,bed/,bed,0
391,409c962a_nohash_1.wav,bed/,bed,0
392,409c962a_nohash_2.wav,bed/,bed,0
393,413997c1_nohash_0.wav,bed/,bed,0
394,413bcfe1_nohash_0.wav,bed/,bed,0
395,41474817_nohash_0.wav,bed/,bed,0
396,41777abb_nohash_0.wav,bed/,bed,0
397,418e7158_nohash_0.wav,bed/,bed,0
398,41dce6f5_nohash_0.wav,bed/,bed,0
399,422d3197_nohash_0.wav,bed/,bed,0
400,4290ca61_nohash_0.wav,bed/,bed,0
401,42c6fff1_nohash_0.wav,bed/,bed,0
402,42c6fff1_nohash_1.wav,bed/,bed,0
403,42c6fff1_nohash_2.wav,bed/,bed,0
404,42ccb57a_nohash_0.wav,bed/,bed,0
405,42e3f068_nohash_0.wav,bed/,bed,0
406,42e3f068_nohash_1.wav,bed/,bed,0
407,435f9f9e_nohash_0.wav,bed/,bed,0
408,43691f67_nohash_0.wav,bed/,bed,0
409,439c84f4_nohash_0.wav,bed/,bed,0
410,43b85b64_nohash_0.wav,bed/,bed,0
411,43b85b64_nohash_1.wav,bed/,bed,0
412,43f57297_nohash_0.wav,bed/,bed,0
413,43f57297_nohash_1.wav,bed/,bed,0
414,43fc47a7_nohash_0.wav,bed/,bed,0
415,4407ba92_nohash_0.wav,bed/,bed,0
416,4407ba92_nohash_1.wav,bed/,bed,0
417,44260689_nohash_0.wav,bed/,bed,0
418,44b5720d_nohash_0.wav,bed/,bed,0
419,44b5720d_nohash_1.wav,bed/,bed,0
420,44b5720d_nohash_2.wav,bed/,bed,0
421,44bc77f7_nohash_0.wav,bed/,bed,0
422,44c201dd_nohash_0.wav,bed/,bed,0
423,460f2bad_nohash_0.wav,bed/,bed,0
424,46114b4e_nohash_0.wav,bed/,bed,0
425,46114b4e_nohash_1.wav,bed/,bed,0
426,46114b4e_nohash_2.wav,bed/,bed,0
427,4620dc14_nohash_0.wav,bed/,bed,0
428,462e1919_nohash_0.wav,bed/,bed,0
429,462e1919_nohash_1.wav,bed/,bed,0
430,46a153d8_nohash_0.wav,bed/,bed,0
431,471a0925_nohash_0.wav,bed/,bed,0
432,47565088_nohash_0.wav,bed/,bed,0
433,47565088_nohash_1.wav,bed/,bed,0
434,47565088_nohash_2.wav,bed/,bed,0
435,479e64cc_nohash_0.wav,bed/,bed,0
436,479e64cc_nohash_1.wav,bed/,bed,0
437,47d01978_nohash_0.wav,bed/,bed,0
438,4845bb10_nohash_0.wav,bed/,bed,0
439,48463cbc_nohash_0.wav,bed/,bed,0
440,48463cbc_nohash_1.wav,bed/,bed,0
441,48463cbc_nohash_2.wav,bed/,bed,0
442,48a9f771_nohash_0.wav,bed/,bed,0
443,48a9f771_nohash_1.wav,bed/,bed,0
444,48bdc11c_nohash_0.wav,bed/,bed,0
445,48e8b82a_nohash_0.wav,bed/,bed,0
446,493392c6_nohash_0.wav,bed/,bed,0
447,493392c6_nohash_1.wav,bed/,bed,0
448,49af4432_nohash_0.wav,bed/,bed,0
449,4a1e736b_nohash_0.wav,bed/,bed,0
450,4a294341_nohash_0.wav,bed/,bed,0
451,4a803e67_nohash_0.wav,bed/,bed,0
452,4a803e67_nohash_1.wav,bed/,bed,0
453,4abb2400_nohash_0.wav,bed/,bed,0
454,4abb2400_nohash_1.wav,bed/,bed,0
455,4abefdf5_nohash_0.wav,bed/,bed,0
456,4b25f620_nohash_0.wav,bed/,bed,0
457,4b25f620_nohash_1.wav,bed/,bed,0
458,4bb1244f_nohash_0.wav,bed/,bed,0
459,4bb1244f_nohash_1.wav,bed/,bed,0
460,4beff0c5_nohash_0.wav,bed/,bed,0
461,4beff0c5_nohash_1.wav,bed/,bed,0
462,4beff0c5_nohash_2.wav,bed/,bed,0
463,4c13fe25_nohash_0.wav,bed/,bed,0
464,4c13fe25_nohash_1.wav,bed/,bed,0
465,4c13fe25_nohash_2.wav,bed/,bed,0
466,4c432947_nohash_0.wav,bed/,bed,0
467,4c432947_nohash_1.wav,bed/,bed,0
468,4c432947_nohash_2.wav,bed/,bed,0
469,4c4d2526_nohash_0.wav,bed/,bed,0
470,4c7c95de_nohash_0.wav,bed/,bed,0
471,4c7c95de_nohash_1.wav,bed/,bed,0
472,4c841771_nohash_0.wav,bed/,bed,0
473,4ca37738_nohash_0.wav,bed/,bed,0
474,4ca37738_nohash_1.wav,bed/,bed,0
475,4cb874bb_nohash_0.wav,bed/,bed,0
476,4d9e07cf_nohash_0.wav,bed/,bed,0
477,4def68db_nohash_0.wav,bed/,bed,0
478,4def68db_nohash_1.wav,bed/,bed,0
479,4f086393_nohash_0.wav,bed/,bed,0
480,4f086393_nohash_1.wav,bed/,bed,0
481,4f256313_nohash_0.wav,bed/,bed,0
482,4f2ab70c_nohash_0.wav,bed/,bed,0
483,4f8ef132_nohash_0.wav,bed/,bed,0
484,50033893_nohash_0.wav,bed/,bed,0
485,50033893_nohash_1.wav,bed/,bed,0
486,50033893_nohash_2.wav,bed/,bed,0
487,50a7d406_nohash_0.wav,bed/,bed,0
488,50a8ef27_nohash_0.wav,bed/,bed,0
489,50d1c8e3_nohash_0.wav,bed/,bed,0
490,50ed8a7b_nohash_0.wav,bed/,bed,0
491,50f55535_nohash_0.wav,bed/,bed,0
492,51055bda_nohash_0.wav,bed/,bed,0
493,512dc91a_nohash_0.wav,bed/,bed,0
494,512dc91a_nohash_1.wav,bed/,bed,0
495,5165cf0a_nohash_0.wav,bed/,bed,0
496,518588b6_nohash_0.wav,bed/,bed,0
497,518588b6_nohash_1.wav,bed/,bed,0
498,518588b6_nohash_2.wav,bed/,bed,0
499,51995cea_nohash_0.wav,bed/,bed,0
500,520b2c17_nohash_0.wav,bed/,bed,0
501,5236848b_nohash_0.wav,bed/,bed,0
502,529eda42_nohash_0.wav,bed/,bed,0
503,52bfbce8_nohash_0.wav,bed/,bed,0
504,52bfbce8_nohash_1.wav,bed/,bed,0
505,52e228e9_nohash_0.wav,bed/,bed,0
506,531a5b8a_nohash_0.wav,bed/,bed,0
507,531a5b8a_nohash_1.wav,bed/,bed,0
508,533c6564_nohash_0.wav,bed/,bed,0
509,53458368_nohash_0.wav,bed/,bed,0
510,538e1856_nohash_0.wav,bed/,bed,0
511,53fd1780_nohash_0.wav,bed/,bed,0
512,541120c7_nohash_0.wav,bed/,bed,0
513,541e4079_nohash_0.wav,bed/,bed,0
514,54412eae_nohash_0.wav,bed/,bed,0
515,54d9ccb5_nohash_0.wav,bed/,bed,0
516,551e42e8_nohash_0.wav,bed/,bed,0
517,553f1a79_nohash_0.wav,bed/,bed,0
518,55d3725a_nohash_0.wav,bed/,bed,0
519,55d3725a_nohash_1.wav,bed/,bed,0
520,563aa4e6_nohash_0.wav,bed/,bed,0
521,5677ec77_nohash_0.wav,bed/,bed,0
522,5677ec77_nohash_1.wav,bed/,bed,0
523,569455ff_nohash_0.wav,bed/,bed,0
524,56eab10e_nohash_0.wav,bed/,bed,0
525,56eab10e_nohash_1.wav,bed/,bed,0
526,56eab10e_nohash_2.wav,bed/,bed,0
527,56eab10e_nohash_3.wav,bed/,bed,0
528,56eb74ae_nohash_0.wav,bed/,bed,0
529,5705a0f9_nohash_0.wav,bed/,bed,0
530,5705a0f9_nohash_1.wav,bed/,bed,0
531,57376a4c_nohash_0.wav,bed/,bed,0
532,573cdb8a_nohash_0.wav,bed/,bed,0
